Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2949335,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,CMR,AFR,Africa,YEAR,2010,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W11_outside_pack_A,,,,,,,Yes,,,,,2025-07-05T14:51:06Z,2010,2010-01-01,2010-12-31
2949580,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,LVA,EUR,Europe,YEAR,2024,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W6_font_A,,,,,,,Yes,,,,,2025-07-05T14:51:06Z,2024,2024-01-01,2024-12-31
2949763,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,FSM,WPR,Western Pacific,YEAR,2010,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W2_pc_front_back_A,,,,,,,—,,,,,2025-07-05T14:51:06Z,2010,2010-01-01,2010-12-31
2949860,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,NIC,AMR,Americas,YEAR,2010,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W4_pc_back_A,,,,,,,. . .,,,,,2025-07-18T07:20:05Z,2010,2010-01-01,2010-12-31
2949942,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,LVA,EUR,Europe,YEAR,2007,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W3_pc_front_A,,,,,,,30,30,,,,2025-07-18T07:20:05Z,2007,2007-01-01,2007-12-31
2950020,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,PER,AMR,Americas,YEAR,2022,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W2_pc_front_back_A,,,,,,,50,50,,,,2025-07-18T07:20:05Z,2022,2022-01-01,2022-12-31
2950470,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,TJK,EUR,Europe,YEAR,2010,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W2_pc_front_back_A,,,,,,,Not specified,,,,,2025-07-05T14:51:06Z,2010,2010-01-01,2010-12-31
2951032,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,DNK,EUR,Europe,YEAR,2007,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W1_HW_law_A,,,,,,,Yes,,,,,2025-07-05T14:51:06Z,2007,2007-01-01,2007-12-31
2951153,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,SGP,WPR,Western Pacific,YEAR,2016,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W9_no_obscure_A,,,,,,,Yes,,,,,2025-07-05T14:51:06Z,2016,2016-01-01,2016-12-31
2951191,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,CAF,AFR,Africa,YEAR,2018,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W3_pc_front_A,,,,,,,Not specified,,,,,2025-07-05T14:51:06Z,2018,2018-01-01,2018-12-31
2951310,TOBACCO_MPOWER_W1A_CIGARETTES,COUNTRY,CUB,AMR,Americas,YEAR,2016,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W7_rotation_A,,,,,,,Yes,,,,,2025-07-05T14:51:06Z,2016,2016-01-01,2016-12-31
